name,about_the_space,price,saves,link,location
Storefront In Hot Les Gallery District,"I was interested in creating a space that is more than a traditional gallery but one that is multi-use and interdisciplinary, appealing to a broader community. We began 6 years ago (though my career as an artist and curator spans three decades) in DUMBO, Brooklyn and moved to our 2700 sq ft space on the Lower East Side gallery district more than 2 years ago, expanding to three times our original size. This allows us the space to grow and to partner with others. From our all window façade (even our door is all glass) the Gallery is set up as a cabinet of curiosities, focusing on more than 120 international artists, drawing in passersby from the street. A half wall separates it from Space where I curate 4 exhibitions yearly on themes of art and science during the regular season. Another half wall with shelves on the reverse side brings us to the Project Space. We have our own programming and when not in use, we make available to our broader community.

We are fully equipped with track lighting and plenty of wall space, heating/air conditioning, wifi, mounted projector, pedestals/shelves, chairs/tables and bathroom. The space can be open to the public or remain private. Gallery assistants are on hand during our hours (Thursday-Sunday, 12-6pm) and as arranged. And we are situated very conveniently just a block from the subway.

In addition, we offer you our expertise, assistance, contacts and publicity. We can introduce you to collaborators, collectors, and curators. We publicize any of your events that are open to the public, with our extensive readymade New York and international community and through social media. 

Though we can be used for an occasional meeting or meet-up, it is also available for longer term rental as a workspace/office space.

Our space especially is perfect for:

•	Curators and artists: a wonderful location for pop-up exhibitions, with exposure to our international clientele. 

•	Designers and agents: a clean, well equipped space for presentations and showcases, with professional assistance available in installing and lighting,.

•	Performers: perfect for that intimate setting required for certain theater, dance or interdisciplinary projects.

•	Discussion groups and workshops: hold your one day, weekly or monthly meetings and seminars here!


Pricing for the Event space begins at $1000 for a weekend booking. Discounts for multiple bookings and ongoing space partnerships as well. 
",125,10,https://www.peerspace.com/pages/listings/5597b43beb0e390600390f13,"Two Bridges, New York, NY"
Beautiful And Spacious Exposed Brick Studio Space In Dumbo,"A Spacious Photo Studio in the beautiful DUMBO Brooklyn. 2 blocks from York Street Station on the subway. Plenty of seating including a couch, comfortable chairs and tables, all of which can be easily moved by one or 2 individuals. 2400 sq/ft with 14ft ceilings.",100,32,https://www.peerspace.com/pages/listings/5804ead88dd61f090050c473,"Dumbo, Kings County, NY"
Home And Apartment Available For Filming,"Modern home with diverse spaces available for filming

The interior has undergone recent renovations. There are 4 bedrooms in total, living room, dining room area, bathroom, and a very large unfinished, exposed brick basement - suited for any darker film environments. The entire property is available for any or all types of furniture staging.

As you will see, the property includes a functional garden area behind it which is easily modifiable depending on film scenario. In total, the property spans well over 2000+ square feet.The location is in Bayonne, NJ about 15 minutes away from Lower Manhattan.",100,2,https://www.peerspace.com/pages/listings/595405959567270a00436bcb,"None, Bayonne, NJ"
Soho Rooftop With Indoor Space For Production,"Our building is brand new with large windows from floor to ceiling that overlook Broadway. This Rooftop is raw and can be customized to your liking.

In addition, we have 250 Private offices and desks that we'd love to share with you. Please take a look at our other listings for desk rentals here: https://www.peerspace.com/pages/listings/5720df0007bf0909007720b7


You'll be able to share our multiple conference rooms, kitchen, wifi, elevators,courtyard, penthouse rooftop and multiple communal space. Just minutes away from all the major subway lines (A, C, E, B, D, F, M, N, Q, R, 6 & 1)",800,17,https://www.peerspace.com/pages/listings/56e72639b660181600dfa5db,"SoHo, New York, NY"
"Huge School Space With City Views Available For Classes, Work Spaces, Or Large Scale Events!","Up to ten rooms with two large common areas located in the heart of New York City available for classrooms, offices, or other private space. Great views of Empire State Building!

Eight classrooms can fit 8-10 people comfortably while 2 larger classrooms can fit 15-22 people comfortably.  Two large common rooms with couches and large tables with chairs can fit 12-15 people comfortably each.  Whiteboards in each classroom.  

80 desks and three large tables available and twenty fold out chairs, included in price. 

We are a language school with 8,000 square feet available, entire space or individual rooms available for classes, meetings, or any other event.  

Stunning views of the NYC skyline, vending machines, and small kitchen available to anyone renting.   Many different style and space options to choose from.",150,12,https://www.peerspace.com/pages/listings/57d974f493487e1f002893c5,"Midtown, New York, NY"
2 Floors Bar Restaurant In Midtown,"5th and Mad is a bi-level gastropub that marries the casual bar atmosphere of the lower level to a sophisticated upper-level Red Bar, lounge and dining area. Food and beverage offerings complement the casual vibe that runs throughout including our Private Spaces. Our kitchen serves a variety of American cuisine along with two full-service bars that stocks everything from beer, wine and spirits to cleverly-crafted cocktails",200,5,https://www.peerspace.com/pages/listings/591b253e7095140a00a95f41,"Midtown, New York, NY"
Incredible 1300 Sq. Ft. Bi-level Loft 20 Minutes From Nyc,"The ultimate luxury loft experience! This one of a kind two-story loft comes with 2 bedrooms and a huge living room space. This is the perfect space to host a retreat, yoga event, workshop, or just to create and be inspired! As a meditation studio, this space has great energy, and is the perfect space for any events centered around healing, spirituality, and divine creation. It is located within a mile of Newark Penn Station, which takes you straight to Manhattan in 20 minutes!",60,6,https://www.peerspace.com/pages/listings/5942a74d96f7bb0b004f5cdf,"Central Business District, Newark, NJ"
Historical Event/restaurant Venue Located In The Heart Of South Street Seaport.,"Located in the Historic South Street Seaport district,  just blocks from the Fulton Street Subway Station, this space has a bright, open, rustic atmosphere. It provides the perfect venue for breakfast networking meeting, off-site meetings, company cocktail hour and holiday parties. Cobblestone streets, old fashion sailing ships which moored right to the 17 Pier, make you feel like you are in 19th century Italy. 

We are located in one of the oldest landmark buildings in the neighborhood. With big windows, very old wood floors, simply furnished with wood vintage tables and chairs. It doubles as a restaurant and event space equipted with a full bar. Catering is provided in-house with a phenomenal Italian cuisine menu.

Enjoy the amazing view of the One World Trade Center and surrounding cobble stone streets.",450,1,https://www.peerspace.com/pages/listings/585050a022e888090081d357,"Lower Manhattan, New York, NY"
Raw High Ceiling Naturally Lit Industrial Space,"2000 Usable Square Feet
High Ceilings
Large Windows
Raw Industrial Space",350,3,https://www.peerspace.com/pages/listings/58f13cc06191d20b00482bbb,"Williamsburg, Hoboken, NY"
Clinton Hill Loft With Amazingly High Ceilings In Historic Factory Building,"Deceptively large private loft with 18"" ceilings and 12"" windows, full kitchen, HD projector and surround sound (bluetooth), WiFi, full kitchen, expandable dining/conference table seats eight (8). 

Inquire about our Entertainment Packages including a Private Chef, Violinist and custom table decor. 
Booking includes clean-up.",100,17,https://www.peerspace.com/pages/listings/58b3b6d6bd82120a00c65db0,"Bedford-Stuyvesant, Kings County, NY"
5th Ave/empire State Building Conference And Event Space,">Space Available at prestigious 5th Ave address! Amenities include:
Room for 70 chairs
Standing room for 120 (please inquire about a site visit if worried about capacity)
2-sided White board (markers provided)
New, High Quality Hitachi Projector with connection
Elmo Document Camera Projector
Hi-speed Wifi, stable
2 HQ Speakers
Handheld Microphone


Lavalier microphone
Music/Sound ran from back of house
2 cameras available for broadcasting (broadcasting and recording available for small additional price)

Additional Tech/AV 100$/hr

We have been running meetings, seminars and events for over 5 years throughout New York City. We will help you with all of your meeting needs!

The bathrooms located in this space service the entire floor. Other persons on the floor may enter the space to access the bathrooms.

Contact for Saturday availability.

>Mailboxes available for virtual address with 5th Ave. address!",100,7,https://www.peerspace.com/pages/listings/56ccc1c479850a090020c33f,"Midtown, New York, NY"
"Accessible, Quiet, & Private Studio Apartment","This property is perfect for filmmakers or photographers looking to use a bedroom or apartment location for scenes. The space is also good for shooting interviews.  

The entrance is at street level, making loading and unloading easy and straightforward (no stairs to climb when carrying equipment) It is also located on a quiet street, so there's no need to worry about street noise interfering.",45,12,https://www.peerspace.com/pages/listings/5953dab79567270a004368aa,"Rego Park, Queens County, NY"
Conference Room/event Space In Flatiron District,"This posting is for Film Shoot (Video & Still)

Great open space in the heart of Flatiron District. Close to F/M R/W trains and most bus lines.

Space has an open kitchen with an island, sink, big refrigerator and microwave.

For Conference Room Booking :
*Conference Room Booking that can accommodate up to 12
*Smart TV/Apple TV Connection
*Board in room, could also supply additional white board or foam board

For Event Booking :
*Can be area or full floor
*Sonos Sound System
*Wifi & Printer Access Available",100,7,https://www.peerspace.com/pages/listings/587feb052d443a1f00a1699d,"Midtown, New York, NY"
Spacious Downtown 2-floor Gallery Space With Great Light,"This is a newly-renovated two-floor gallery in the heart of the Lower East Side of Manhattan. It is 1800 square feet with high ceilings and skylights. There is a large back office that is perfect for storage and catering prep with a small kitchen that has a sink, microwave, and fridge. There is also a large closet upstairs with another sink, perfect for storing coats and ice/drinks.

There is beautiful glass sculpture in the gallery, that can be on display or removed from the gallery, depending on the event.",300,1,https://www.peerspace.com/pages/listings/5963f10be93be78c00992fd3,"Lower Manhattan, New York, NY"
Art Gallery,"gallery space for event! Film/Photography 
I am young female hosting the space
1500 sq feet + basement area with rooms+ upstairs rooms
3 levels
In TriBeCa near soho prime area
outside patio+ terrace
artwork on the walls
good location for film/photography space",175,3,https://www.peerspace.com/pages/listings/5952e87b9567270a004364fc,"Lower Manhattan, New York, NY"
Versatile Space,"This versatile space is within one block of 6 subway lines, guests can access Manhattan in minutes. 

Our Full Conference Room is 1,037 Square Feet with Complimentary Wifi which can accommodate up the following room setups:
100 Theater Style 
85 Banquet Style 
20 Conference Style 
40 Classroom 
20 U-Shape

This space also has a smaller breakout room included. (Viewable in the pictures). 

Additional Request:
- A/V upon request, additional fees apply
- Catering in-house for Food & Beverage. Menus are available upon request.
- Valet Parking available: $29/Sedan and $39/SUV",200,9,https://www.peerspace.com/pages/listings/57ab6e5193487e1f00283723,"Long Island City, Queens County, NY"
